expression,level,expected
10+8*d(x/5),18,34
10+8*d(x/5),19,34
10+8*d(x/5),20,42
10+d(x/2),1,10
10+d(x/2),2,11
10+d(x/2),3,11
10+d(x/2),4,12
10+d(x/2),5,12
10+d(x/2),6,13
10+d(x/2),7,13
10+d(x/2),8,14
10+d(x/2),9,14
10+d(x/2),10,15
10+d(x/2),11,15
10+d(x/2),12,16
10+d(x/2),13,16
10+d(x/2),14,17
10+d(x/2),15,17
10+d(x/2),16,18
10+d(x/2),17,18
10+d(x/2),18,19
10+d(x/2),19,19
10+d(x/2),20,20
10+d(x/2),21,20
10+d(x/2),22,21
10+d(x/2),23,21
10+d(x/2),24,22
10+d(x/2),25,22
10+d(x/2),26,23
10+d(x/2),27,23
10+d(x/2),28,24
10+d(x/2),29,24
10+d(x/2),30,25
10+d(x/3),1,10
10+d(x/3),2,10
10+d(x/3),3,11
10+d(x/3),4,11
10+d(x/3),5,11
10+d(x/3),6,12
10+d(x/3),7,12
10+d(x/3),8,12
10+d(x/3),9,13
10+d(x/3),10,13
10+d(x/3),11,13
10+d(x/3),12,14
10+d(x/3),13,14
10+d(x/3),14,14
10+d(x/3),15,15
10+d(x/3),16,15
10+d(x/3),17,15
10+d(x/3),18,16
10+d(x/3),19,16
10+d(x/3),20,16
10+d(x/4),1,10
10+d(x/4),2,10
10+d(x/4),3,10
10+d(x/4),4,11
10+d(x/4),5,11
10+d(x/4),6,11
10+d(x/4),7,11
10+d(x/4),8,12
10+d(x/4),9,12
10+d(x/4),10,12
10+d(x/4),11,12
10+d(x/4),12,13
10+d(x/4),13,13
10+d(x/4),14,13
10+d(x/4),15,13
10+d(x/4),16,14
10+d(x/4),17,14
10+d(x/4),18,14
10+d(x/4),19,14
10+d(x/4),20,15
10+u(x/3),1,11
10+u(x/3),2,11
10+u(x/3),3,11
10+u(x/3),4,12
10+u(x/3),5,12
10+u(x/3),6,12
10+u(x/3),7,13
10+u(x/3),8,13
10+u(x/3),9,13
10+u(x/3),10,14
10+u(x/3),11,14
10+u(x/3),12,14
10+u(x/3),13,15
10+u(x/3),14,15
10+u(x/3),15,15
10+u(x/3),16,16
10+u(x/3),17,16
10+u(x/3),18,16
10+u(x/3),19,17
10+u(x/3),20,17
10+u(x/3),21,17
10+u(x/3),22,18
10+u(x/3),23,18
10+u(x/3),24,18
10+u(x/3),25,19
10+u(x/3),26,19
10+u(x/3),27,19
10+u(x/3),28,20
10+u(x/3),29,20
10+u(x/3),30,20
10+x,1,11
10+x,2,12
10+x,3,13
10+x,4,14
10+x,5,15
10+x,6,16
10+x,7,17
10+x,8,18
10+x,9,19
10+x,10,20
10+x,11,21
10+x,12,22
10+x,13,23
10+x,14,24
10+x,15,25
10+x,16,26
10+x,17,27
10+x,18,28
10+x,19,29
10+x,20,30
10+x,21,31
10+x,22,32
10+x,23,33
10+x,24,34
10+x,25,35
10+x,26,36
10+x,27,37
10+x,28,38
10+x,29,39
10+x,30,40
10-1*d(x/2),1,10
10-1*d(x/2),2,9
10-1*d(x/2),3,9
10-1*d(x/2),4,8
10-1*d(x/2),5,8
10-1*d(x/2),6,7
10-1*d(x/2),7,7
10-1*d(x/2),8,6
10-1*d(x/2),9,6
10-1*d(x/2),10,5
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,100
100,7,100
100,8,100
100,9,100
100,10,100
100,11,100
100,12,100
100,13,100
100,14,100
100,15,100
100,16,100
100,17,100
100,18,100
100,19,100
100,20,100
100,21,100
100,22,100
100,23,100
100,24,100
100,25,100
100,26,100
100,27,100
100,28,100
100,29,100
100,30,100
100+10*d(x/2),1,100
100+10*d(x/2),2,110
100+10*d(x/2),3,110
100+10*d(x/2),4,120
100+10*d(x/2),5,120
100+10*d(x/2),6,130
100+10*d(x/2),7,130
100+10*d(x/2),8,140
100+10*d(x/2),9,140
100+10*d(x/2),10,150
100+10*d(x/2),11,150
100+10*d(x/2),12,160
100+10*d(x/2),13,160
100+10*d(x/2),14,170
100+10*d(x/2),15,170
100+10*d(x/2),16,180
100+10*d(x/2),17,180
100+10*d(x/2),18,190
100+10*d(x/2),19,190
100+10*d(x/2),20,200
100+10*d(x/6),1,100
100+10*d(x/6),2,100
100+10*d(x/6),3,100
100+10*d(x/6),4,100
100+10*d(x/6),5,100
100+10*d(x/6),6,110
100+10*d(x/6),7,110
100+10*d(x/6),8,110
100+10*d(x/6),9,110
100+10*d(x/6),10,110
100+10*d(x/6),11,110
100+10*d(x/6),12,120
100+10*d(x/6),13,120
100+10*d(x/6),14,120
100+10*d(x/6),15,120
100+10*d(x/6),16,120
100+10*d(x/6),17,120
100+10*d(x/6),18,130
100+10*d(x/6),19,130
100+10*d(x/6),20,130
100+10*x,1,110
100+10*x,2,120
100+10*x,3,130
100+10*x,4,140
100+10*x,5,150
100+10*x,6,160
100+10*x,7,170
100+10*x,8,180
100+10*x,9,190
100+10*x,10,200
100+10*x,11,210
100+10*x,12,220
100+10*x,13,230
100+10*x,14,240
100+10*x,15,250
100+10*x,16,260
100+10*x,17,270
100+10*x,18,280
100+10*x,19,290
100+10*x,20,300
100+2*x,1,102
100+2*x,2,104
100+2*x,3,106
100+2*x,4,108
100+2*x,5,110
100+2*x,6,112
100+2*x,7,114
100+2*x,8,116
100+2*x,9,118
100+2*x,10,120
100+2*x,11,122
100+2*x,12,124
100+2*x,13,126
100+2*x,14,128
100+2*x,15,130
100+2*x,16,132
100+2*x,17,134
100+2*x,18,136
100+2*x,19,138
100+2*x,20,140
100+2*x,21,142
100+2*x,22,144
100+2*x,23,146
100+2*x,24,148
100+2*x,25,150
100+2*x,26,152
100+2*x,27,154
100+2*x,28,156
100+2*x,29,158
100+2*x,30,160
100+20*x,1,120
100+20*x,2,140
100+20*x,3,160
100+20*x,4,180
100+20*x,5,200
100+20*x,6,220
100+20*x,7,240
100+20*x,8,260
100+20*x,9,280
100+20*x,10,300
100+20*x,11,320
100+20*x,12,340
100+20*x,13,360
100+20*x,14,380
100+20*x,15,400
100+20*x,16,420
100+20*x,17,440
100+20*x,18,460
100+20*x,19,480
100+20*x,20,500
100+3*x,1,103
100+3*x,2,106
100+3*x,3,109
100+3*x,4,112
100+3*x,5,115
100+3*x,6,118
100+3*x,7,121
100+3*x,8,124
100+3*x,9,127
100+3*x,10,130
100+3*x,11,133
100+3*x,12,136
100+3*x,13,139
100+3*x,14,142
100+3*x,15,145
100+3*x,16,148
100+3*x,17,151
100+3*x,18,154
100+3*x,19,157
100+3*x,20,160
100+30*x,1,130
100+30*x,2,160
100+30*x,3,190
100+30*x,4,220
100+30*x,5,250
100+30*x,6,280
100+30*x,7,310
100+30*x,8,340
100+30*x,9,370
100+30*x,10,400
100+30*x,11,430
100+30*x,12,460
100+30*x,13,490
100+30*x,14,520
100+30*x,15,550
100+30*x,16,580
100+30*x,17,610
100+30*x,18,640
100+30*x,19,670
100+30*x,20,700
100+30*x,21,730
100+30*x,22,760
100+30*x,23,790
100+30*x,24,820
100+30*x,25,850
100+30*x,26,880
100+30*x,27,910
100+30*x,28,940
100+30*x,29,970
100+30*x,30,1000
100+4*x,1,104
100+4*x,2,108
100+4*x,3,112
100+4*x,4,116
100+4*x,5,120
100+4*x,6,124
100+4*x,7,128
100+4*x,8,132
100+4*x,9,136
100+4*x,10,140
100+4*x,11,144
100+4*x,12,148
100+4*x,13,152
100+4*x,14,156
100+4*x,15,160
100+4*x,16,164
100+4*x,17,168
100+4*x,18,172
100+4*x,19,176
100+4*x,20,180
100+4*x,21,184
100+4*x,22,188
100+4*x,23,192
100+4*x,24,196
100+4*x,25,200
100+4*x,26,204
100+4*x,27,208
100+4*x,28,212
100+4*x,29,216
100+4*x,30,220
100+5*d(x/2),1,100
100+5*d(x/2),2,105
100+5*d(x/2),3,105
100+5*d(x/2),4,110
100+5*d(x/2),5,110
100+5*d(x/2),6,115
100+5*d(x/2),7,115
100+5*d(x/2),8,120
100+5*d(x/2),9,120
100+5*d(x/2),10,125
100+5*d(x/2),11,125
100+5*d(x/2),12,130
100+5*d(x/2),13,130
100+5*d(x/2),14,135
100+5*d(x/2),15,135
100+5*d(x/2),16,140
100+5*d(x/2),17,140
100+5*d(x/2),18,145
100+5*d(x/2),19,145
100+5*d(x/2),20,150
100+5*d(x/2),21,150
100+5*d(x/2),22,155
100+5*d(x/2),23,155
100+5*d(x/2),24,160
100+5*d(x/2),25,160
100+5*d(x/2),26,165
100+5*d(x/2),27,165
100+5*d(x/2),28,170
100+5*d(x/2),29,170
100+5*d(x/2),30,175
100+5*x,1,105
100+5*x,2,110
100+5*x,3,115
100+5*x,4,120
100+5*x,5,125
100+5*x,6,130
100+5*x,7,135
100+5*x,8,140
100+5*x,9,145
100+5*x,10,150
100+5*x,11,155
100+5*x,12,160
100+5*x,13,165
100+5*x,14,170
100+5*x,15,175
100+5*x,16,180
100+5*x,17,185
100+5*x,18,190
100+5*x,19,195
100+5*x,20,200
100+5*x,21,205
100+5*x,22,210
100+5*x,23,215
100+5*x,24,220
100+5*x,25,225
100+5*x,26,230
100+5*x,27,235
100+5*x,28,240
100+5*x,29,245
100+5*x,30,250
100+x,1,101
100+x,2,102
100+x,3,103
100+x,4,104
100+x,5,105
100+x,6,106
100+x,7,107
100+x,8,108
100+x,9,109
100+x,10,110
100+x,11,111
100+x,12,112
100+x,13,113
100+x,14,114
100+x,15,115
100+x,16,116
100+x,17,117
100+x,18,118
100+x,19,119
100+x,20,120
100+x,21,121
100+x,22,122
100+x,23,123
100+x,24,124
100+x,25,125
100+x,26,126
100+x,27,127
100+x,28,128
100+x,29,129
100+x,30,130
100-10*d(x/3),1,100
100-10*d(x/3),2,100
100-10*d(x/3),3,90
100-10*d(x/3),4,90
100-10*d(x/3),5,90
100-10*d(x/3),6,80
100-10*d(x/3),7,80
100-10*d(x/3),8,80
100-10*d(x/3),9,70
100-10*d(x/3),10,70
100-10*d(x/3),11,70
100-10*d(x/3),12,60
100-10*d(x/3),13,60
100-10*d(x/3),14,60
100-10*d(x/3),15,50
100-10*d(x/4),1,100
100-10*d(x/4),2,100
100-10*d(x/4),3,100
100-10*d(x/4),4,90
100-10*d(x/4),5,90
100-10*d(x/4),6,90
100-10*d(x/4),7,90
100-10*d(x/4),8,80
100-10*d(x/4),9,80
100-10*d(x/4),10,80
100-10*d(x/4),11,80
100-10*d(x/4),12,70
100-10*d(x/4),13,70
100-10*d(x/4),14,70
100-10*d(x/4),15,70
100-10*d(x/4),16,60
100-10*d(x/4),17,60
100-10*d(x/4),18,60
100-10*d(x/4),19,60
100-10*d(x/4),20,50
100-2*x,1,98
100-2*x,2,96
100-2*x,3,94
100-2*x,4,92
100-2*x,5,90
100-2*x,6,88
100-2*x,7,86
100-2*x,8,84
100-2*x,9,82
100-2*x,10,80
100-2*x,11,78
100-2*x,12,76
100-2*x,13,74
100-2*x,14,72
100-2*x,15,70
100-2*x,16,68
100-2*x,17,66
100-2*x,18,64
100-2*x,19,62
100-2*x,20,60
100-3*x,1,97
100-3*x,2,94
100-3*x,3,91
100-3*x,4,88
100-3*x,5,85
100-3*x,6,82
100-3*x,7,79
100-3*x,8,76
100-3*x,9,73
100-3*x,10,70
100-3*x,11,67
100-3*x,12,64
100-3*x,13,61
100-3*x,14,58
100-3*x,15,55
100-3*x,16,52
100-3*x,17,49
100-3*x,18,46
100-3*x,19,43
100-3*x,20,40
100-4*x,1,96
100-4*x,2,92
100-4*x,3,88
100-4*x,4,84
100-4*x,5,80
100-4*x,6,76
100-4*x,7,72
100-4*x,8,68
100-4*x,9,64
100-4*x,10,60
100-7*x,1,93
100-7*x,2,86
100-7*x,3,79
100-7*x,4,72
100-7*x,5,65
100-7*x,6,58
100-7*x,7,51
100-7*x,8,44
100-7*x,9,37
100-7*x,10,30
1000,1,1000
1000,2,1000
1000,3,1000
1000,4,1000
1000,5,1000
1000,6,1000
1000,7,1000
1000,8,1000
1000,9,1000
1000,10,1000
1000,11,1000
1000,12,1000
1000,13,1000
1000,14,1000
1000,15,1000
1000,16,1000
1000,17,1000
1000,18,1000
1000,19,1000
1000,20,1000
1000-5*x,1,995
1000-5*x,2,990
1000-5*x,3,985
1000-5*x,4,980
1000-5*x,5,975
1000-5*x,6,970
1000-5*x,7,965
1000-5*x,8,960
1000-5*x,9,955
1000-5*x,10,950
1000-5*x,11,945
1000-5*x,12,940
1000-5*x,13,935
1000-5*x,14,930
1000-5*x,15,925
1000-5*x,16,920
1000-5*x,17,915
1000-5*x,18,910
1000-5*x,19,905
1000-5*x,20,900
1000-5*x,21,895
1000-5*x,22,890
1000-5*x,23,885
1000-5*x,24,880
1000-5*x,25,875
1000-5*x,26,870
1000-5*x,27,865
1000-5*x,28,860
1000-5*x,29,855
1000-5*x,30,850
1001,1,1001
1001,2,1001
1001,3,1001
1001,4,1001
1001,5,1001
1001,6,1001
1001,7,1001
1001,8,1001
1001,9,1001
1001,10,1001
1001,11,1001
1001,12,1001
1001,13,1001
1001,14,1001
1001,15,1001
1001,16,1001
1001,17,1001
1001,18,1001
1001,19,1001
1001,20,1001
1002,1,1002
1002,2,1002
1002,3,1002
1002,4,1002
1002,5,1002
1002,6,1002
1002,7,1002
1002,8,1002
1002,9,1002
1002,10,1002
1003,1,1003
1003,2,1003
1003,3,1003
1003,4,1003
1003,5,1003
1020+12*x,1,1032
1020+12*x,2,1044
1020+12*x,3,1056
1020+12*x,4,1068
1020+12*x,5,1080
1020+12*x,6,1092
1020+12*x,7,1104
1020+12*x,8,1116
1020+12*x,9,1128
1020+12*x,10,1140
1020+12*x,11,1152
1020+12*x,12,1164
1020+12*x,13,1176
1020+12*x,14,1188
1020+12*x,15,1200
1020+12*x,16,1212
1020+12*x,17,1224
1020+12*x,18,1236
1020+12*x,19,1248
1020+12*x,20,1260
1020+12*x,21,1272
1020+12*x,22,1284
1020+12*x,23,1296
1020+12*x,24,1308
1020+12*x,25,1320
1020+12*x,26,1332
1020+12*x,27,1344
1020+12*x,28,1356
1020+12*x,29,1368
1020+12*x,30,1380
105+2*x,1,107
105+2*x,2,109
105+2*x,3,111
105+2*x,4,113
105+2*x,5,115
105+2*x,6,117
105+2*x,7,119
105+2*x,8,121
105+2*x,9,123
105+2*x,10,125
105+2*x,11,127
105+2*x,12,129
105+2*x,13,131
105+2*x,14,133
105+2*x,15,135
105+2*x,16,137
105+2*x,17,139
105+2*x,18,141
105+2*x,19,143
105+2*x,20,145
105+3*d(x/2),1,105
105+3*d(x/2),2,108
105+3*d(x/2),3,108
105+3*d(x/2),4,111
105+3*d(x/2),5,111
105+3*d(x/2),6,114
105+3*d(x/2),7,114
105+3*d(x/2),8,117
105+3*d(x/2),9,117
105+3*d(x/2),10,120
105+3*d(x/2),11,120
105+3*d(x/2),12,123
105+3*d(x/2),13,123
105+3*d(x/2),14,126
105+3*d(x/2),15,126
105+3*d(x/2),16,129
105+3*d(x/2),17,129
105+3*d(x/2),18,132
105+3*d(x/2),19,132
105+3*d(x/2),20,135
105+x,1,106
105+x,2,107
105+x,3,108
105+x,4,109
105+x,5,110
105+x,6,111
105+x,7,112
105+x,8,113
105+x,9,114
105+x,10,115
105+x,11,116
105+x,12,117
105+x,13,118
105+x,14,119
105+x,15,120
105+x,16,121
105+x,17,122
105+x,18,123
105+x,19,124
105+x,20,125
105-6*d(x/2),1,105
105-6*d(x/2),2,99
105-6*d(x/2),3,99
105-6*d(x/2),4,93
105-6*d(x/2),5,93
105-6*d(x/2),6,87
105-6*d(x/2),7,87
105-6*d(x/2),8,81
105-6*d(x/2),9,81
105-6*d(x/2),10,75
105-6*d(x/2),11,75
105-6*d(x/2),12,69
105-6*d(x/2),13,69
105-6*d(x/2),14,63
105-6*d(x/2),15,63
105-6*d(x/2),16,57
105-6*d(x/2),17,57
105-6*d(x/2),18,51
105-6*d(x/2),19,51
105-6*d(x/2),20,45
11+2*d(x/5),1,11
11+2*d(x/5),2,11
11+2*d(x/5),3,11
11+2*d(x/5),4,11
11+2*d(x/5),5,13
11+2*d(x/5),6,13
11+2*d(x/5),7,13
11+2*d(x/5),8,13
11+2*d(x/5),9,13
11+2*d(x/5),10,15
11+2*d(x/5),11,15
11+2*d(x/5),12,15
11+2*d(x/5),13,15
11+2*d(x/5),14,15
11+2*d(x/5),15,17
11+2*d(x/5),16,17
11+2*d(x/5),17,17
11+2*d(x/5),18,17
11+2*d(x/5),19,17
11+2*d(x/5),20,19
11+d(x/3),1,11
11+d(x/3),2,11
11+d(x/3),3,12
11+d(x/3),4,12
11+d(x/3),5,12
11+d(x/3),6,13
11+d(x/3),7,13
11+d(x/3),8,13
11+d(x/3),9,14
11+d(x/3),10,14
11+d(x/3),11,14
11+d(x/3),12,15
11+d(x/3),13,15
11+d(x/3),14,15
11+d(x/3),15,16
11+d(x/3),16,16
11+d(x/3),17,16
11+d(x/3),18,17
11+d(x/3),19,17
11+d(x/3),20,17
11+d(x/3),21,18
11+d(x/3),22,18
11+d(x/3),23,18
11+d(x/3),24,19
11+d(x/3),25,19
11+d(x/3),26,19
11+d(x/3),27,20
11+d(x/3),28,20
11+d(x/3),29,20
11+d(x/3),30,21
11+u(x/3),1,12
11+u(x/3),2,12
11+u(x/3),3,12
11+u(x/3),4,13
11+u(x/3),5,13
11+u(x/3),6,13
11+u(x/3),7,14
11+u(x/3),8,14
11+u(x/3),9,14
11+u(x/3),10,15
11+u(x/3),11,15
11+u(x/3),12,15
11+u(x/3),13,16
11+u(x/3),14,16
11+u(x/3),15,16
11+u(x/3),16,17
11+u(x/3),17,17
11+u(x/3),18,17
11+u(x/3),19,18
11+u(x/3),20,18
110+2*d(x/2),1,110
110+2*d(x/2),2,112
110+2*d(x/2),3,112
110+2*d(x/2),4,114
110+2*d(x/2),5,114
110+2*d(x/2),6,116
110+2*d(x/2),7,116
110+2*d(x/2),8,118
110+2*d(x/2),9,118
110+2*d(x/2),10,120
110+2*d(x/2),11,120
110+2*d(x/2),12,122
110+2*d(x/2),13,122
110+2*d(x/2),14,124
110+2*d(x/2),15,124
110+2*d(x/2),16,126
110+2*d(x/2),17,126
110+2*d(x/2),18,128
110+2*d(x/2),19,128
110+2*d(x/2),20,130
110+2*x,1,112
110+2*x,2,114
110+2*x,3,116
110+2*x,4,118
110+2*x,5,120
110+2*x,6,122
110+2*x,7,124
110+2*x,8,126
110+2*x,9,128
110+2*x,10,130
110+2*x,11,132
110+2*x,12,134
110+2*x,13,136
110+2*x,14,138
110+2*x,15,140
110+2*x,16,142
110+2*x,17,144
110+2*x,18,146
110+2*x,19,148
110+2*x,20,150
110+3*x,1,113
110+3*x,2,116
110+3*x,3,119
110+3*x,4,122
110+3*x,5,125
110+3*x,6,128
110+3*x,7,131
110+3*x,8,134
110+3*x,9,137
110+3*x,10,140
110+3*x,11,143
110+3*x,12,146
110+3*x,13,149
110+3*x,14,152
110+3*x,15,155
110+3*x,16,158
110+3*x,17,161
110+3*x,18,164
110+3*x,19,167
110+3*x,20,170
110+3*x,21,173
110+3*x,22,176
110+3*x,23,179
110+3*x,24,182
110+3*x,25,185
110+3*x,26,188
110+3*x,27,191
110+3*x,28,194
110+3*x,29,197
110+3*x,30,200
110+x,1,111
110+x,2,112
110+x,3,113
110+x,4,114
110+x,5,115
110+x,6,116
110+x,7,117
110+x,8,118
110+x,9,119
110+x,10,120
110+x,11,121
110+x,12,122
110+x,13,123
110+x,14,124
110+x,15,125
110+x,16,126
110+x,17,127
110+x,18,128
110+x,19,129
110+x,20,130
110-10*x,1,100
110-10*x,2,90
110-10*x,3,80
110-10*x,4,70
110-10*x,5,60
110-10*x,6,50
110-10*x,7,40
110-10*x,8,30
110-10*x,9,20
110-10*x,10,10
1100,1,1100
1100+20*x,1,1120
1100+20*x,2,1140
1100+20*x,3,1160
1100+20*x,4,1180
1100+20*x,5,1200
1100+20*x,6,1220
1100+20*x,7,1240
1100+20*x,8,1260
1100+20*x,9,1280
1100+20*x,10,1300
1100+20*x,11,1320
1100+20*x,12,1340
1100+20*x,13,1360
1100+20*x,14,1380
1100+20*x,15,1400
1100+20*x,16,1420
1100+20*x,17,1440
1100+20*x,18,1460
1100+20*x,19,1480
1100+20*x,20,1500
1100+20*x,21,1520
1100+20*x,22,1540
1100+20*x,23,1560
1100+20*x,24,1580
1100+20*x,25,1600
1100+20*x,26,1620
1100+20*x,27,1640
1100+20*x,28,1660
1100+20*x,29,1680
1100+20*x,30,1700
115+2*x,1,117
115+2*x,2,119
115+2*x,3,121
115+2*x,4,123
115+2*x,5,125
115+2*x,6,127
115+2*x,7,129
115+2*x,8,131
115+2*x,9,133
115+2*x,10,135
115+2*x,11,137
115+2*x,12,139
115+2*x,13,141
115+2*x,14,143
115+2*x,15,145
115+2*x,16,147
115+2*x,17,149
115+2*x,18,151
115+2*x,19,153
115+2*x,20,155
115+2*x,21,157
115+2*x,22,159
115+2*x,23,161
115+2*x,24,163
115+2*x,25,165
115+2*x,26,167
115+2*x,27,169
115+2*x,28,171
115+2*x,29,173
115+2*x,30,175
115+x,1,116
115+x,2,117
115+x,3,118
115+x,4,119
115+x,5,120
115+x,6,121
115+x,7,122
115+x,8,123
115+x,9,124
115+x,10,125
115+x,11,126
115+x,12,127
115+x,13,128
115+x,14,129
115+x,15,130
115+x,16,131
115+x,17,132
115+x,18,133
115+x,19,134
115+x,20,135
12,1,12
12,2,12
12,3,12
12,4,12
12,5,12
12,6,12
12,7,12
12,8,12
12,9,12
12,10,12
12,11,12
12,12,12
12,13,12
12,14,12
12,15,12
12,16,12
12,17,12
12,18,12
12,19,12
12,20,12
12,21,12
12,22,12
12,23,12
12,24,12
12,25,12
12,26,12
12,27,12
12,28,12
12,29,12
12,30,12
12*u(x/10),1,12
12*u(x/10),2,12
12*u(x/10),3,12
12*u(x/10),4,12
12*u(x/10),5,12
12*u(x/10),6,12
12*u(x/10),7,12
12*u(x/10),8,12
12*u(x/10),9,12
12*u(x/10),10,12
12*u(x/10),11,24
12*u(x/10),12,24
12*u(x/10),13,24
12*u(x/10),14,24
12*u(x/10),15,24
12*u(x/10),16,24
12*u(x/10),17,24
12*u(x/10),18,24
12*u(x/10),19,24
12*u(x/10),20,24
12*u(x/8),1,12
12*u(x/8),2,12
12*u(x/8),3,12
12*u(x/8),4,12
12*u(x/8),5,12
12*u(x/8),6,12
12*u(x/8),7,12
12*u(x/8),8,12
12*u(x/8),9,24
12*u(x/8),10,24
12*u(x/8),11,24
12*u(x/8),12,24
12*u(x/8),13,24
12*u(x/8),14,24
12*u(x/8),15,24
12*u(x/8),16,24
12*u(x/8),17,36
12*u(x/8),18,36
12*u(x/8),19,36
12*u(x/8),20,36
12*x,1,12
12*x,2,24
12*x,3,36
12*x,4,48
12*x,5,60
12*x,6,72
12*x,7,84
12*x,8,96
12*x,9,108
12*x,10,120
12+12*d(x/11),1,12
12+12*d(x/11),2,12
12+12*d(x/11),3,12
12+12*d(x/11),4,12
12+12*d(x/11),5,12
12+12*d(x/11),6,12
12+12*d(x/11),7,12
12+12*d(x/11),8,12
12+12*d(x/11),9,12
12+12*d(x/11),10,12
12+12*d(x/11),11,24
12+12*d(x/11),12,24
12+12*d(x/11),13,24
12+12*d(x/11),14,24
12+12*d(x/11),15,24
12+12*d(x/11),16,24
12+12*d(x/11),17,24
12+12*d(x/11),18,24
12+12*d(x/11),19,24
12+12*d(x/11),20,24
12+2*d(x/3),1,12
12+2*d(x/3),2,12
12+2*d(x/3),3,14
12+2*d(x/3),4,14
12+2*d(x/3),5,14
12+2*d(x/3),6,16
12+2*d(x/3),7,16
12+2*d(x/3),8,16
12+2*d(x/3),9,18
12+2*d(x/3),10,18
12+2*d(x/3),11,18
12+2*d(x/3),12,20
12+2*d(x/3),13,20
12+2*d(x/3),14,20
12+2*d(x/3),15,22
12+2*d(x/3),16,22
12+2*d(x/3),17,22
12+2*d(x/3),18,24
12+2*d(x/3),19,24
12+2*d(x/3),20,24
12+2*d(x/4),1,12
12+2*d(x/4),2,12
12+2*d(x/4),3,12
12+2*d(x/4),4,14
12+2*d(x/4),5,14
12+2*d(x/4),6,14
12+2*d(x/4),7,14
12+2*d(x/4),8,16
12+2*d(x/4),9,16
12+2*d(x/4),10,16
12+2*d(x/4),11,16
12+2*d(x/4),12,18
12+2*d(x/4),13,18
12+2*d(x/4),14,18
12+2*d(x/4),15,18
12+2*d(x/4),16,20
12+2*d(x/4),17,20
12+2*d(x/4),18,20
12+2*d(x/4),19,20
12+2*d(x/4),20,22
12+2*d(x/5),1,12
12+2*d(x/5),2,12
12+2*d(x/5),3,12
12+2*d(x/5),4,12
12+2*d(x/5),5,14
12+2*d(x/5),6,14
12+2*d(x/5),7,14
12+2*d(x/5),8,14
12+2*d(x/5),9,14
12+2*d(x/5),10,16
12+2*d(x/5),11,16
12+2*d(x/5),12,16
12+2*d(x/5),13,16
12+2*d(x/5),14,16
12+2*d(x/5),15,18
12+2*d(x/5),16,18
12+2*d(x/5),17,18
12+2*d(x/5),18,18
12+2*d(x/5),19,18
12+2*d(x/5),20,20
12+3*d(x/2),1,12
12+3*d(x/2),2,15
12+3*d(x/2),3,15
12+3*d(x/2),4,18
12+3*d(x/2),5,18
12+3*d(x/2),6,21
12+3*d(x/2),7,21
12+3*d(x/2),8,24
12+3*d(x/2),9,24
12+3*d(x/2),10,27
12+3*d(x/2),11,27
12+3*d(x/2),12,30
12+3*d(x/2),13,30
12+3*d(x/2),14,33
12+3*d(x/2),15,33
12+3*d(x/2),16,36
12+3*d(x/2),17,36
12+3*d(x/2),18,39
12+3*d(x/2),19,39
12+3*d(x/2),20,42
12+3*d(x/4),1,12
12+3*d(x/4),2,12
12+3*d(x/4),3,12
12+3*d(x/4),4,15
12+3*d(x/4),5,15
12+3*d(x/4),6,15
12+3*d(x/4),7,15
12+3*d(x/4),8,18
12+3*d(x/4),9,18
12+3*d(x/4),10,18
12+3*d(x/4),11,18
12+3*d(x/4),12,21
12+3*d(x/4),13,21
12+3*d(x/4),14,21
12+3*d(x/4),15,21
12+3*d(x/4),16,24
12+3*d(x/4),17,24
12+3*d(x/4),18,24
12+3*d(x/4),19,24
12+3*d(x/4),20,27
12+3*d(x/4),21,27
12+3*d(x/4),22,27
12+3*d(x/4),23,27
12+3*d(x/4),24,30
12+3*d(x/4),25,30
12+3*d(x/4),26,30
12+3*d(x/4),27,30
12+3*d(x/4),28,33
12+3*d(x/4),29,33
12+3*d(x/4),30,33
12+3*d(x/5),1,12
12+3*d(x/5),2,12
12+3*d(x/5),3,12
12+3*d(x/5),4,12
12+3*d(x/5),5,15
12+3*d(x/5),6,15
12+3*d(x/5),7,15
12+3*d(x/5),8,15
12+3*d(x/5),9,15
12+3*d(x/5),10,18
12+3*d(x/5),11,18
12+3*d(x/5),12,18
12+3*d(x/5),13,18
12+3*d(x/5),14,18
12+3*d(x/5),15,21
12+3*d(x/5),16,21
12+3*d(x/5),17,21
12+3*d(x/5),18,21
12+3*d(x/5),19,21
12+3*d(x/5),20,24
12+3*u(x/5),1,15
12+3*u(x/5),2,15
12+3*u(x/5),3,15
12+3*u(x/5),4,15
12+3*u(x/5),5,15
12+3*u(x/5),6,18
12+3*u(x/5),7,18
12+3*u(x/5),8,18
12+3*u(x/5),9,18
12+3*u(x/5),10,18
12+3*u(x/5),11,21
12+3*u(x/5),12,21
12+3*u(x/5),13,21
12+3*u(x/5),14,21
12+3*u(x/5),15,21
12+3*u(x/5),16,24
12+3*u(x/5),17,24
12+3*u(x/5),18,24
12+3*u(x/5),19,24
12+3*u(x/5),20,24
12+6*u(x/15),1,18
12+6*u(x/15),2,18
12+6*u(x/15),3,18
12+6*u(x/15),4,18
12+6*u(x/15),5,18
12+6*u(x/15),6,18
12+6*u(x/15),7,18
12+6*u(x/15),8,18
12+6*u(x/15),9,18
12+6*u(x/15),10,18
12+6*u(x/15),11,18
